time,temperature_2m,relativehumidity_2m,windspeed_10m,extraction_time,city
2026-02-15T05:00,2.9,83,20.9,2026-02-15 00:00:21.066859,Manchester
2026-02-15T06:00,2.9,85,21.2,2026-02-15 00:00:21.066859,Manchester
2026-02-15T07:00,3.1,85,20.9,2026-02-15 00:00:21.066859,Manchester
2026-02-15T08:00,3.4,85,18.7,2026-02-15 00:00:21.066859,Manchester
2026-02-15T09:00,3.8,85,16.9,2026-02-15 00:00:21.066859,Manchester
2026-02-15T10:00,4.1,85,16.3,2026-02-15 00:00:21.066859,Manchester
2026-02-15T11:00,4.5,85,15.9,2026-02-15 00:00:21.066859,Manchester
2026-02-15T12:00,4.8,86,13.7,2026-02-15 00:00:21.066859,Manchester
2026-02-15T13:00,5.0,88,11.5,2026-02-15 00:00:21.066859,Manchester
2026-02-15T14:00,5.2,88,11.2,2026-02-15 00:00:21.066859,Manchester
2026-02-15T15:00,5.7,85,13.4,2026-02-15 00:00:21.066859,Manchester
2026-02-15T16:00,5.8,87,9.7,2026-02-15 00:00:21.066859,Manchester
2026-02-15T17:00,5.9,89,7.7,2026-02-15 00:00:21.066859,Manchester
2026-02-15T18:00,5.6,93,7.7,2026-02-15 00:00:21.066859,Manchester
2026-02-15T19:00,5.7,92,9.2,2026-02-15 00:00:21.066859,Manchester
2026-02-15T20:00,5.7,92,10.8,2026-02-15 00:00:21.066859,Manchester
2026-02-15T21:00,5.8,90,12.2,2026-02-15 00:00:21.066859,Manchester
2026-02-15T22:00,5.9,88,12.4,2026-02-15 00:00:21.066859,Manchester
2026-02-15T23:00,5.9,88,13.6,2026-02-15 00:00:21.066859,Manchester
2026-02-16T00:00,5.9,87,16.3,2026-02-15 00:00:21.066859,Manchester
2026-02-16T01:00,5.8,86,17.7,2026-02-15 00:00:21.066859,Manchester
2026-02-16T02:00,5.5,85,17.7,2026-02-15 00:00:21.066859,Manchester
2026-02-16T03:00,5.3,84,16.6,2026-02-15 00:00:21.066859,Manchester
2026-02-16T04:00,5.2,85,16.2,2026-02-15 00:00:21.066859,Manchester
2026-02-16T05:00,5.1,84,14.8,2026-02-15 00:00:21.066859,Manchester
2026-02-16T06:00,5.0,84,13.0,2026-02-15 00:00:21.066859,Manchester
2026-02-16T07:00,4.9,86,13.7,2026-02-15 00:00:21.066859,Manchester
2026-02-16T08:00,4.9,87,13.0,2026-02-15 00:00:21.066859,Manchester
2026-02-16T09:00,5.2,85,14.4,2026-02-15 00:00:21.066859,Manchester
2026-02-16T10:00,5.7,83,15.5,2026-02-15 00:00:21.066859,Manchester
2026-02-16T11:00,6.3,80,16.7,2026-02-15 00:00:21.066859,Manchester
2026-02-16T12:00,6.9,76,16.9,2026-02-15 00:00:21.066859,Manchester
2026-02-16T13:00,7.4,71,18.7,2026-02-15 00:00:21.066859,Manchester
2026-02-16T14:00,7.7,68,19.4,2026-02-15 00:00:21.066859,Manchester
2026-02-16T15:00,7.7,69,19.2,2026-02-15 00:00:21.066859,Manchester
2026-02-16T16:00,7.5,71,19.4,2026-02-15 00:00:21.066859,Manchester
2026-02-16T17:00,7.1,78,14.0,2026-02-15 00:00:21.066859,Manchester
2026-02-16T18:00,6.5,83,10.5,2026-02-15 00:00:21.066859,Manchester
2026-02-16T19:00,5.7,89,7.5,2026-02-15 00:00:21.066859,Manchester
2026-02-16T20:00,5.0,93,5.9,2026-02-15 00:00:21.066859,Manchester
2026-02-16T21:00,4.5,95,5.3,2026-02-15 00:00:21.066859,Manchester
2026-02-16T22:00,4.3,96,5.2,2026-02-15 00:00:21.066859,Manchester
2026-02-16T23:00,4.2,96,5.2,2026-02-15 00:00:21.066859,Manchester
2026-02-17T00:00,4.1,95,5.2,2026-02-15 00:00:21.066859,Manchester
2026-02-17T01:00,3.9,93,6.1,2026-02-15 00:00:21.066859,Manchester
2026-02-17T02:00,3.3,94,6.2,2026-02-15 00:00:21.066859,Manchester
2026-02-17T03:00,2.9,94,5.4,2026-02-15 00:00:21.066859,Manchester
2026-02-17T04:00,2.7,97,6.4,2026-02-15 00:00:21.066859,Manchester
2026-02-17T05:00,2.7,87,5.4,2026-02-15 00:00:21.066859,Manchester
2026-02-17T06:00,1.7,86,7.2,2026-02-15 00:00:21.066859,Manchester
2026-02-17T07:00,0.7,80,6.7,2026-02-15 00:00:21.066859,Manchester
2026-02-17T08:00,0.2,78,4.9,2026-02-15 00:00:21.066859,Manchester
2026-02-17T09:00,0.7,77,3.9,2026-02-15 00:00:21.066859,Manchester
2026-02-17T10:00,2.2,73,5.4,2026-02-15 00:00:21.066859,Manchester
2026-02-17T11:00,3.8,62,10.6,2026-02-15 00:00:21.066859,Manchester
2026-02-17T12:00,4.7,57,11.6,2026-02-15 00:00:21.066859,Manchester
2026-02-17T13:00,5.3,55,11.7,2026-02-15 00:00:21.066859,Manchester
2026-02-17T14:00,5.6,54,12.7,2026-02-15 00:00:21.066859,Manchester
2026-02-17T15:00,5.7,53,14.9,2026-02-15 00:00:21.066859,Manchester
2026-02-17T16:00,5.5,53,12.6,2026-02-15 00:00:21.066859,Manchester
2026-02-17T17:00,4.4,62,9.0,2026-02-15 00:00:21.066859,Manchester
2026-02-17T18:00,3.0,73,4.7,2026-02-15 00:00:21.066859,Manchester
2026-02-17T19:00,1.9,80,4.1,2026-02-15 00:00:21.066859,Manchester
2026-02-17T20:00,1.1,84,3.9,2026-02-15 00:00:21.066859,Manchester
2026-02-17T21:00,0.7,86,4.0,2026-02-15 00:00:21.066859,Manchester
2026-02-17T22:00,0.5,88,3.7,2026-02-15 00:00:21.066859,Manchester
2026-02-17T23:00,0.4,90,4.8,2026-02-15 00:00:21.066859,Manchester
2026-02-18T00:00,0.5,90,5.6,2026-02-15 00:00:21.066859,Manchester
2026-02-18T01:00,0.6,90,5.9,2026-02-15 00:00:21.066859,Manchester
2026-02-18T02:00,0.7,90,6.4,2026-02-15 00:00:21.066859,Manchester
2026-02-18T03:00,0.7,90,6.2,2026-02-15 00:00:21.066859,Manchester
2026-02-18T04:00,0.6,90,5.5,2026-02-15 00:00:21.066859,Manchester
2026-02-18T05:00,0.4,89,4.2,2026-02-15 00:00:21.066859,Manchester
2026-02-18T06:00,0.3,88,3.7,2026-02-15 00:00:21.066859,Manchester
2026-02-18T07:00,0.3,88,4.4,2026-02-15 00:00:21.066859,Manchester
2026-02-18T08:00,0.4,88,5.6,2026-02-15 00:00:21.066859,Manchester
2026-02-18T09:00,0.9,85,6.9,2026-02-15 00:00:21.066859,Manchester
2026-02-18T10:00,1.9,77,9.1,2026-02-15 00:00:21.066859,Manchester
2026-02-18T11:00,3.3,67,12.6,2026-02-15 00:00:21.066859,Manchester
2026-02-18T12:00,4.4,59,15.8,2026-02-15 00:00:21.066859,Manchester
2026-02-18T13:00,5.0,56,17.8,2026-02-15 00:00:21.066859,Manchester
2026-02-18T14:00,5.2,56,19.1,2026-02-15 00:00:21.066859,Manchester
2026-02-18T15:00,5.1,58,19.5,2026-02-15 00:00:21.066859,Manchester
2026-02-18T16:00,4.6,62,17.9,2026-02-15 00:00:21.066859,Manchester
2026-02-18T17:00,3.7,68,15.2,2026-02-15 00:00:21.066859,Manchester
2026-02-18T18:00,3.1,72,13.3,2026-02-15 00:00:21.066859,Manchester
2026-02-18T19:00,2.8,72,13.0,2026-02-15 00:00:21.066859,Manchester
2026-02-18T20:00,2.6,71,13.4,2026-02-15 00:00:21.066859,Manchester
2026-02-18T21:00,2.5,71,13.4,2026-02-15 00:00:21.066859,Manchester
2026-02-18T22:00,2.2,73,12.6,2026-02-15 00:00:21.066859,Manchester
2026-02-18T23:00,2.0,77,11.4,2026-02-15 00:00:21.066859,Manchester
2026-02-19T00:00,1.8,79,11.0,2026-02-15 00:00:21.066859,Manchester
2026-02-19T01:00,1.7,80,11.0,2026-02-15 00:00:21.066859,Manchester
2026-02-19T02:00,1.6,79,11.2,2026-02-15 00:00:21.066859,Manchester
2026-02-19T03:00,1.5,79,11.1,2026-02-15 00:00:21.066859,Manchester
2026-02-19T04:00,1.3,80,10.0,2026-02-15 00:00:21.066859,Manchester
2026-02-19T05:00,1.0,80,8.6,2026-02-15 00:00:21.066859,Manchester
2026-02-19T06:00,0.9,81,7.2,2026-02-15 00:00:21.066859,Manchester
2026-02-19T07:00,0.9,82,6.8,2026-02-15 00:00:21.066859,Manchester
2026-02-19T08:00,1.0,84,6.7,2026-02-15 00:00:21.066859,Manchester
2026-02-19T09:00,1.4,82,6.8,2026-02-15 00:00:21.066859,Manchester
2026-02-19T10:00,2.6,74,7.6,2026-02-15 00:00:21.066859,Manchester
2026-02-19T11:00,4.1,63,10.4,2026-02-15 00:00:21.066859,Manchester
2026-02-19T12:00,5.3,54,12.6,2026-02-15 00:00:21.066859,Manchester
2026-02-19T13:00,5.9,50,12.9,2026-02-15 00:00:21.066859,Manchester
2026-02-19T14:00,6.2,49,12.2,2026-02-15 00:00:21.066859,Manchester
2026-02-19T15:00,6.0,51,10.8,2026-02-15 00:00:21.066859,Manchester
2026-02-19T16:00,5.3,57,8.4,2026-02-15 00:00:21.066859,Manchester
2026-02-19T17:00,4.1,66,5.2,2026-02-15 00:00:21.066859,Manchester
2026-02-19T18:00,3.2,72,3.2,2026-02-15 00:00:21.066859,Manchester
2026-02-19T19:00,2.6,73,14.0,2026-02-15 00:00:21.066859,Manchester
2026-02-19T20:00,2.2,76,11.6,2026-02-15 00:00:21.066859,Manchester
2026-02-19T21:00,1.9,79,9.3,2026-02-15 00:00:21.066859,Manchester
2026-02-19T22:00,1.5,81,7.0,2026-02-15 00:00:21.066859,Manchester
2026-02-19T23:00,1.2,83,4.7,2026-02-15 00:00:21.066859,Manchester
2026-02-20T00:00,0.8,85,3.3,2026-02-15 00:00:21.066859,Manchester
2026-02-20T01:00,0.5,86,3.3,2026-02-15 00:00:21.066859,Manchester
2026-02-20T02:00,0.1,87,3.8,2026-02-15 00:00:21.066859,Manchester
2026-02-20T03:00,-0.2,87,4.2,2026-02-15 00:00:21.066859,Manchester
2026-02-20T04:00,-0.5,87,4.3,2026-02-15 00:00:21.066859,Manchester
2026-02-20T05:00,-0.7,86,4.4,2026-02-15 00:00:21.066859,Manchester
2026-02-20T06:00,-0.8,85,4.3,2026-02-15 00:00:21.066859,Manchester
2026-02-20T07:00,-0.7,84,4.0,2026-02-15 00:00:21.066859,Manchester
2026-02-20T08:00,-0.5,82,3.7,2026-02-15 00:00:21.066859,Manchester
2026-02-20T09:00,-0.1,79,4.4,2026-02-15 00:00:21.066859,Manchester
2026-02-20T10:00,0.9,75,7.2,2026-02-15 00:00:21.066859,Manchester
2026-02-20T11:00,2.1,69,11.3,2026-02-15 00:00:21.066859,Manchester
2026-02-20T12:00,3.1,65,14.5,2026-02-15 00:00:21.066859,Manchester
2026-02-20T13:00,3.7,62,15.9,2026-02-15 00:00:21.066859,Manchester
2026-02-20T14:00,4.1,59,16.2,2026-02-15 00:00:21.066859,Manchester
2026-02-20T15:00,4.3,59,16.2,2026-02-15 00:00:21.066859,Manchester
2026-02-20T16:00,4.0,63,15.8,2026-02-15 00:00:21.066859,Manchester
2026-02-20T17:00,3.3,69,14.8,2026-02-15 00:00:21.066859,Manchester
2026-02-20T18:00,2.9,74,14.1,2026-02-15 00:00:21.066859,Manchester
2026-02-20T19:00,2.7,78,13.7,2026-02-15 00:00:21.066859,Manchester
2026-02-20T20:00,2.6,82,14.1,2026-02-15 00:00:21.066859,Manchester
2026-02-20T21:00,2.7,85,14.4,2026-02-15 00:00:21.066859,Manchester
2026-02-20T22:00,2.9,88,15.8,2026-02-15 00:00:21.066859,Manchester
2026-02-20T23:00,3.3,90,18.0,2026-02-15 00:00:21.066859,Manchester
2026-02-21T00:00,3.7,92,18.8,2026-02-15 00:00:21.066859,Manchester
2026-02-21T01:00,4.2,94,17.2,2026-02-15 00:00:21.066859,Manchester
2026-02-21T02:00,4.7,95,14.7,2026-02-15 00:00:21.066859,Manchester
2026-02-21T03:00,5.3,96,12.4,2026-02-15 00:00:21.066859,Manchester
2026-02-21T04:00,5.9,96,10.8,2026-02-15 00:00:21.066859,Manchester
2026-02-21T05:00,6.5,96,9.7,2026-02-15 00:00:21.066859,Manchester
2026-02-21T06:00,7.0,96,9.2,2026-02-15 00:00:21.066859,Manchester
2026-02-21T07:00,7.5,97,9.5,2026-02-15 00:00:21.066859,Manchester
2026-02-21T08:00,7.8,97,10.7,2026-02-15 00:00:21.066859,Manchester
2026-02-21T09:00,8.4,97,11.7,2026-02-15 00:00:21.066859,Manchester
2026-02-21T10:00,9.4,95,12.6,2026-02-15 00:00:21.066859,Manchester
2026-02-21T11:00,10.6,92,13.5,2026-02-15 00:00:21.066859,Manchester
2026-02-21T12:00,11.6,89,14.4,2026-02-15 00:00:21.066859,Manchester
2026-02-21T13:00,12.2,88,15.0,2026-02-15 00:00:21.066859,Manchester
2026-02-21T14:00,12.6,87,15.8,2026-02-15 00:00:21.066859,Manchester
2026-02-21T15:00,12.8,87,16.3,2026-02-15 00:00:21.066859,Manchester
2026-02-21T16:00,12.6,88,16.5,2026-02-15 00:00:21.066859,Manchester
2026-02-21T17:00,12.2,89,17.1,2026-02-15 00:00:21.066859,Manchester
2026-02-21T18:00,11.9,90,18.3,2026-02-15 00:00:21.066859,Manchester
2026-02-21T19:00,11.6,92,19.3,2026-02-15 00:00:21.066859,Manchester
2026-02-21T20:00,11.5,93,20.2,2026-02-15 00:00:21.066859,Manchester
2026-02-21T21:00,11.3,94,20.6,2026-02-15 00:00:21.066859,Manchester
2026-02-21T22:00,11.3,93,20.6,2026-02-15 00:00:21.066859,Manchester
2026-02-21T23:00,11.3,91,20.4,2026-02-15 00:00:21.066859,Manchester
2026-02-18T00:00,3.2,72,9.7,2026-02-18 00:01:02.567279,London
2026-02-18T01:00,3.2,76,9.7,2026-02-18 00:01:02.567279,London
2026-02-18T02:00,3.3,72,10.1,2026-02-18 00:01:02.567279,London
2026-02-18T03:00,3.6,69,11.3,2026-02-18 00:01:02.567279,London
2026-02-18T04:00,3.7,69,11.6,2026-02-18 00:01:02.567279,London
2026-02-18T05:00,4.0,64,14.7,2026-02-18 00:01:02.567279,London
2026-02-18T06:00,3.9,63,12.1,2026-02-18 00:01:02.567279,London
2026-02-18T07:00,3.9,65,12.7,2026-02-18 00:01:02.567279,London
2026-02-18T08:00,4.0,67,12.9,2026-02-18 00:01:02.567279,London
2026-02-18T09:00,4.1,66,13.7,2026-02-18 00:01:02.567279,London
2026-02-18T10:00,4.4,65,16.3,2026-02-18 00:01:02.567279,London
2026-02-18T11:00,4.8,61,17.3,2026-02-18 00:01:02.567279,London
2026-02-18T12:00,5.1,60,17.7,2026-02-18 00:01:02.567279,London
2026-02-18T13:00,5.2,63,18.4,2026-02-18 00:01:02.567279,London
2026-02-18T14:00,5.5,66,18.6,2026-02-18 00:01:02.567279,London
2026-02-18T15:00,5.5,67,18.8,2026-02-18 00:01:02.567279,London
2026-02-18T16:00,5.5,68,20.2,2026-02-18 00:01:02.567279,London
2026-02-18T17:00,5.2,73,20.6,2026-02-18 00:01:02.567279,London
2026-02-18T18:00,5.1,78,21.3,2026-02-18 00:01:02.567279,London
2026-02-18T19:00,5.0,82,20.2,2026-02-18 00:01:02.567279,London
2026-02-18T20:00,5.2,84,19.1,2026-02-18 00:01:02.567279,London
2026-02-18T21:00,5.3,88,16.2,2026-02-18 00:01:02.567279,London
2026-02-18T22:00,5.5,89,14.4,2026-02-18 00:01:02.567279,London
2026-02-18T23:00,5.8,90,13.3,2026-02-18 00:01:02.567279,London
2026-02-19T00:00,5.9,91,12.0,2026-02-18 00:01:02.567279,London
2026-02-19T01:00,5.9,91,12.4,2026-02-18 00:01:02.567279,London
2026-02-19T02:00,6.0,92,13.3,2026-02-18 00:01:02.567279,London
2026-02-19T03:00,6.1,92,11.1,2026-02-18 00:01:02.567279,London
2026-02-19T04:00,6.4,93,10.8,2026-02-18 00:01:02.567279,London
2026-02-19T05:00,6.6,93,9.7,2026-02-18 00:01:02.567279,London
2026-02-19T06:00,6.8,93,8.9,2026-02-18 00:01:02.567279,London
2026-02-19T07:00,6.9,93,8.4,2026-02-18 00:01:02.567279,London
2026-02-19T08:00,6.9,93,7.3,2026-02-18 00:01:02.567279,London
2026-02-19T09:00,7.1,91,8.1,2026-02-18 00:01:02.567279,London
2026-02-19T10:00,7.3,89,8.6,2026-02-18 00:01:02.567279,London
2026-02-19T11:00,7.4,88,8.6,2026-02-18 00:01:02.567279,London
2026-02-19T12:00,7.4,86,9.6,2026-02-18 00:01:02.567279,London
2026-02-19T13:00,7.3,85,8.8,2026-02-18 00:01:02.567279,London
2026-02-19T14:00,7.0,85,9.6,2026-02-18 00:01:02.567279,London
2026-02-19T15:00,7.0,84,10.5,2026-02-18 00:01:02.567279,London
2026-02-19T16:00,7.0,82,10.2,2026-02-18 00:01:02.567279,London
2026-02-19T17:00,6.9,80,10.9,2026-02-18 00:01:02.567279,London
2026-02-19T18:00,6.7,77,10.3,2026-02-18 00:01:02.567279,London
2026-02-19T19:00,6.2,75,10.3,2026-02-18 00:01:02.567279,London
2026-02-19T20:00,5.8,77,9.7,2026-02-18 00:01:02.567279,London
2026-02-19T21:00,5.6,77,9.4,2026-02-18 00:01:02.567279,London
2026-02-19T22:00,5.3,82,8.1,2026-02-18 00:01:02.567279,London
2026-02-19T23:00,5.0,81,8.4,2026-02-18 00:01:02.567279,London
2026-02-20T00:00,4.6,82,9.0,2026-02-18 00:01:02.567279,London
2026-02-20T01:00,4.1,83,6.9,2026-02-18 00:01:02.567279,London
2026-02-20T02:00,3.9,85,6.6,2026-02-18 00:01:02.567279,London
2026-02-20T03:00,3.9,88,6.7,2026-02-18 00:01:02.567279,London
2026-02-20T04:00,4.2,87,7.4,2026-02-18 00:01:02.567279,London
2026-02-20T05:00,4.6,88,7.4,2026-02-18 00:01:02.567279,London
2026-02-20T06:00,4.9,89,7.5,2026-02-18 00:01:02.567279,London
2026-02-20T07:00,5.3,88,9.5,2026-02-18 00:01:02.567279,London
2026-02-20T08:00,5.8,86,10.8,2026-02-18 00:01:02.567279,London
2026-02-20T09:00,6.8,81,12.4,2026-02-18 00:01:02.567279,London
2026-02-20T10:00,8.4,80,15.8,2026-02-18 00:01:02.567279,London
2026-02-20T11:00,10.5,76,19.9,2026-02-18 00:01:02.567279,London
2026-02-20T12:00,12.2,70,21.7,2026-02-18 00:01:02.567279,London
2026-02-20T13:00,13.2,65,21.7,2026-02-18 00:01:02.567279,London
2026-02-20T14:00,13.8,59,22.8,2026-02-18 00:01:02.567279,London
2026-02-20T15:00,13.6,60,22.0,2026-02-18 00:01:02.567279,London
2026-02-20T16:00,13.2,65,18.4,2026-02-18 00:01:02.567279,London
2026-02-20T17:00,12.6,67,15.9,2026-02-18 00:01:02.567279,London
2026-02-20T18:00,11.5,80,16.9,2026-02-18 00:01:02.567279,London
2026-02-20T19:00,11.1,81,19.4,2026-02-18 00:01:02.567279,London
2026-02-20T20:00,11.2,83,19.9,2026-02-18 00:01:02.567279,London
2026-02-20T21:00,11.5,82,20.0,2026-02-18 00:01:02.567279,London
2026-02-20T22:00,11.6,81,20.4,2026-02-18 00:01:02.567279,London
2026-02-20T23:00,11.6,77,20.9,2026-02-18 00:01:02.567279,London
2026-02-21T00:00,11.6,78,19.9,2026-02-18 00:01:02.567279,London
2026-02-21T01:00,11.5,79,20.0,2026-02-18 00:01:02.567279,London
2026-02-21T02:00,11.5,80,19.9,2026-02-18 00:01:02.567279,London
2026-02-21T03:00,11.4,81,19.5,2026-02-18 00:01:02.567279,London
2026-02-21T04:00,11.5,81,19.0,2026-02-18 00:01:02.567279,London
2026-02-21T05:00,11.6,80,18.4,2026-02-18 00:01:02.567279,London
2026-02-21T06:00,11.7,80,17.4,2026-02-18 00:01:02.567279,London
2026-02-21T07:00,11.7,80,16.4,2026-02-18 00:01:02.567279,London
2026-02-21T08:00,11.6,81,15.6,2026-02-18 00:01:02.567279,London
2026-02-21T09:00,11.8,80,15.2,2026-02-18 00:01:02.567279,London
2026-02-21T10:00,12.3,77,15.6,2026-02-18 00:01:02.567279,London
2026-02-21T11:00,13.1,73,16.6,2026-02-18 00:01:02.567279,London
2026-02-21T12:00,13.6,72,16.6,2026-02-18 00:01:02.567279,London
2026-02-21T13:00,13.4,77,14.7,2026-02-18 00:01:02.567279,London
2026-02-21T14:00,13.0,85,12.7,2026-02-18 00:01:02.567279,London
2026-02-21T15:00,12.7,90,12.4,2026-02-18 00:01:02.567279,London
2026-02-21T16:00,12.8,90,13.3,2026-02-18 00:01:02.567279,London
2026-02-21T17:00,13.1,88,15.3,2026-02-18 00:01:02.567279,London
2026-02-21T18:00,13.2,86,16.9,2026-02-18 00:01:02.567279,London
2026-02-21T19:00,13.1,86,17.2,2026-02-18 00:01:02.567279,London
2026-02-21T20:00,12.9,87,17.2,2026-02-18 00:01:02.567279,London
2026-02-21T21:00,12.8,87,17.0,2026-02-18 00:01:02.567279,London
2026-02-21T22:00,12.7,87,17.1,2026-02-18 00:01:02.567279,London
2026-02-21T23:00,12.8,86,17.0,2026-02-18 00:01:02.567279,London
2026-02-22T00:00,12.8,86,16.8,2026-02-18 00:01:02.567279,London
2026-02-22T01:00,12.7,86,16.5,2026-02-18 00:01:02.567279,London
2026-02-22T02:00,12.7,87,16.2,2026-02-18 00:01:02.567279,London
2026-02-22T03:00,12.6,87,15.6,2026-02-18 00:01:02.567279,London
2026-02-22T04:00,12.5,87,14.9,2026-02-18 00:01:02.567279,London
2026-02-22T05:00,12.4,87,13.9,2026-02-18 00:01:02.567279,London
2026-02-22T06:00,12.3,87,13.2,2026-02-18 00:01:02.567279,London
2026-02-22T07:00,12.3,87,12.4,2026-02-18 00:01:02.567279,London
2026-02-22T08:00,12.2,87,11.6,2026-02-18 00:01:02.567279,London
2026-02-22T09:00,12.4,86,11.1,2026-02-18 00:01:02.567279,London
2026-02-22T10:00,12.8,83,11.2,2026-02-18 00:01:02.567279,London
2026-02-22T11:00,13.4,80,12.1,2026-02-18 00:01:02.567279,London
2026-02-22T12:00,13.8,78,12.4,2026-02-18 00:01:02.567279,London
2026-02-22T13:00,13.7,81,11.5,2026-02-18 00:01:02.567279,London
2026-02-22T14:00,13.4,85,11.0,2026-02-18 00:01:02.567279,London
2026-02-22T15:00,13.0,89,11.5,2026-02-18 00:01:02.567279,London
2026-02-22T16:00,12.8,90,12.4,2026-02-18 00:01:02.567279,London
2026-02-22T17:00,12.5,90,13.9,2026-02-18 00:01:02.567279,London
2026-02-22T18:00,12.3,89,15.0,2026-02-18 00:01:02.567279,London
2026-02-22T19:00,11.6,85,7.0,2026-02-18 00:01:02.567279,London
2026-02-22T20:00,10.9,92,7.2,2026-02-18 00:01:02.567279,London
2026-02-22T21:00,10.4,96,8.0,2026-02-18 00:01:02.567279,London
2026-02-22T22:00,10.0,93,9.8,2026-02-18 00:01:02.567279,London
2026-02-22T23:00,9.7,87,12.6,2026-02-18 00:01:02.567279,London
2026-02-23T00:00,9.5,82,14.7,2026-02-18 00:01:02.567279,London
2026-02-23T01:00,9.4,81,15.6,2026-02-18 00:01:02.567279,London
2026-02-23T02:00,9.4,82,16.0,2026-02-18 00:01:02.567279,London
2026-02-23T03:00,9.3,83,15.8,2026-02-18 00:01:02.567279,London
2026-02-23T04:00,9.0,82,14.5,2026-02-18 00:01:02.567279,London
2026-02-23T05:00,8.7,80,12.4,2026-02-18 00:01:02.567279,London
2026-02-23T06:00,8.4,79,10.8,2026-02-18 00:01:02.567279,London
2026-02-23T07:00,8.4,80,9.8,2026-02-18 00:01:02.567279,London
2026-02-23T08:00,8.4,83,9.7,2026-02-18 00:01:02.567279,London
2026-02-23T09:00,8.8,82,10.2,2026-02-18 00:01:02.567279,London
2026-02-23T10:00,9.8,75,11.6,2026-02-18 00:01:02.567279,London
2026-02-23T11:00,11.1,65,14.6,2026-02-18 00:01:02.567279,London
2026-02-23T12:00,12.2,59,16.9,2026-02-18 00:01:02.567279,London
2026-02-23T13:00,12.6,60,17.3,2026-02-18 00:01:02.567279,London
2026-02-23T14:00,12.8,65,16.3,2026-02-18 00:01:02.567279,London
2026-02-23T15:00,12.8,69,15.3,2026-02-18 00:01:02.567279,London
2026-02-23T16:00,12.6,71,14.4,2026-02-18 00:01:02.567279,London
2026-02-23T17:00,12.3,72,13.3,2026-02-18 00:01:02.567279,London
2026-02-23T18:00,11.9,74,12.2,2026-02-18 00:01:02.567279,London
2026-02-23T19:00,11.5,79,11.3,2026-02-18 00:01:02.567279,London
2026-02-23T20:00,11.1,85,10.6,2026-02-18 00:01:02.567279,London
2026-02-23T21:00,10.8,89,10.2,2026-02-18 00:01:02.567279,London
2026-02-23T22:00,10.5,89,10.5,2026-02-18 00:01:02.567279,London
2026-02-23T23:00,10.3,87,11.2,2026-02-18 00:01:02.567279,London
2026-02-24T00:00,10.2,86,11.2,2026-02-18 00:01:02.567279,London
2026-02-24T01:00,10.2,89,10.4,2026-02-18 00:01:02.567279,London
2026-02-24T02:00,10.1,93,8.9,2026-02-18 00:01:02.567279,London
2026-02-24T03:00,10.2,96,7.7,2026-02-18 00:01:02.567279,London
2026-02-24T04:00,10.3,97,7.1,2026-02-18 00:01:02.567279,London
2026-02-24T05:00,10.4,97,6.6,2026-02-18 00:01:02.567279,London
2026-02-24T06:00,10.6,97,6.4,2026-02-18 00:01:02.567279,London
2026-02-24T07:00,10.8,97,6.2,2026-02-18 00:01:02.567279,London
2026-02-24T08:00,11.1,97,5.8,2026-02-18 00:01:02.567279,London
2026-02-24T09:00,11.5,96,6.1,2026-02-18 00:01:02.567279,London
2026-02-24T10:00,12.1,93,7.7,2026-02-18 00:01:02.567279,London
2026-02-24T11:00,12.7,89,10.1,2026-02-18 00:01:02.567279,London
2026-02-24T12:00,13.2,85,11.8,2026-02-18 00:01:02.567279,London
2026-02-24T13:00,13.5,82,12.1,2026-02-18 00:01:02.567279,London
2026-02-24T14:00,13.5,80,12.4,2026-02-18 00:01:02.567279,London
2026-02-24T15:00,13.3,79,12.1,2026-02-18 00:01:02.567279,London
2026-02-24T16:00,12.6,80,11.6,2026-02-18 00:01:02.567279,London
2026-02-24T17:00,11.8,83,10.4,2026-02-18 00:01:02.567279,London
2026-02-24T18:00,11.0,86,9.4,2026-02-18 00:01:02.567279,London
2026-02-24T19:00,10.4,89,8.2,2026-02-18 00:01:02.567279,London
2026-02-24T20:00,10.0,92,7.4,2026-02-18 00:01:02.567279,London
2026-02-24T21:00,9.7,94,7.2,2026-02-18 00:01:02.567279,London
2026-02-24T22:00,9.6,93,7.2,2026-02-18 00:01:02.567279,London
2026-02-24T23:00,9.7,91,7.6,2026-02-18 00:01:02.567279,London
2026-02-20T00:00,4.9,82,9.4,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T01:00,4.9,83,13.0,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T02:00,5.1,82,14.5,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T03:00,5.2,79,15.3,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T04:00,5.3,76,16.3,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T05:00,5.4,74,16.5,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T06:00,5.0,77,15.0,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T07:00,4.9,78,13.0,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T08:00,5.1,80,13.4,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T09:00,5.4,78,17.5,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T10:00,7.5,73,21.1,2026-02-20 00:03:14.478249,Edinburgh
2026-02-20T11:00,9.1,73,22.2,2026-02-20 00:03:14.478249,Edinburgh
