time,temperature_2m,relativehumidity_2m,windspeed_10m,extraction_time,city
2026-02-20T09:00,5.5,82,15.5,2026-02-20 00:03:13.087019,Manchester
2026-02-20T10:00,6.1,83,18.1,2026-02-20 00:03:13.087019,Manchester
2026-02-20T11:00,6.6,84,17.9,2026-02-20 00:03:13.087019,Manchester
2026-02-20T12:00,7.5,84,19.1,2026-02-20 00:03:13.087019,Manchester
2026-02-20T13:00,8.7,84,17.5,2026-02-20 00:03:13.087019,Manchester
2026-02-20T14:00,9.9,83,14.7,2026-02-20 00:03:13.087019,Manchester
2026-02-20T15:00,10.3,85,12.3,2026-02-20 00:03:13.087019,Manchester
2026-02-20T16:00,10.2,84,13.7,2026-02-20 00:03:13.087019,Manchester
2026-02-20T17:00,9.8,81,17.9,2026-02-20 00:03:13.087019,Manchester
2026-02-20T18:00,9.5,77,17.7,2026-02-20 00:03:13.087019,Manchester
2026-02-20T19:00,9.2,79,15.9,2026-02-20 00:03:13.087019,Manchester
2026-02-20T20:00,8.9,80,15.6,2026-02-20 00:03:13.087019,Manchester
2026-02-20T21:00,8.9,79,17.0,2026-02-20 00:03:13.087019,Manchester
2026-02-20T22:00,9.0,78,17.7,2026-02-20 00:03:13.087019,Manchester
2026-02-20T23:00,8.8,78,15.6,2026-02-20 00:03:13.087019,Manchester
2026-02-21T00:00,8.8,78,16.0,2026-02-20 00:03:13.087019,Manchester
2026-02-21T01:00,8.8,79,15.3,2026-02-20 00:03:13.087019,Manchester
2026-02-21T02:00,8.6,80,14.7,2026-02-20 00:03:13.087019,Manchester
2026-02-21T03:00,8.2,80,11.3,2026-02-20 00:03:13.087019,Manchester
2026-02-21T04:00,7.3,85,7.4,2026-02-20 00:03:13.087019,Manchester
2026-02-21T05:00,6.9,89,6.3,2026-02-20 00:03:13.087019,Manchester
2026-02-21T06:00,7.2,91,6.8,2026-02-20 00:03:13.087019,Manchester
2026-02-21T07:00,7.7,91,7.2,2026-02-20 00:03:13.087019,Manchester
2026-02-21T08:00,8.1,90,8.4,2026-02-20 00:03:13.087019,Manchester
2026-02-21T09:00,8.8,88,10.0,2026-02-20 00:03:13.087019,Manchester
2026-02-21T10:00,9.8,85,9.7,2026-02-20 00:03:13.087019,Manchester
2026-02-21T11:00,11.3,80,12.1,2026-02-20 00:03:13.087019,Manchester
2026-02-21T12:00,12.1,75,17.6,2026-02-20 00:03:13.087019,Manchester
2026-02-21T13:00,12.3,76,13.6,2026-02-20 00:03:13.087019,Manchester
2026-02-21T14:00,11.8,84,11.9,2026-02-20 00:03:13.087019,Manchester
2026-02-21T15:00,11.3,88,14.8,2026-02-20 00:03:13.087019,Manchester
2026-02-21T16:00,11.7,89,16.0,2026-02-20 00:03:13.087019,Manchester
2026-02-21T17:00,12.2,87,15.3,2026-02-20 00:03:13.087019,Manchester
2026-02-21T18:00,12.2,87,15.9,2026-02-20 00:03:13.087019,Manchester
2026-02-21T19:00,11.8,87,16.6,2026-02-20 00:03:13.087019,Manchester
2026-02-21T20:00,11.5,88,13.4,2026-02-20 00:03:13.087019,Manchester
2026-02-21T21:00,11.0,89,13.8,2026-02-20 00:03:13.087019,Manchester
2026-02-21T22:00,11.0,89,15.8,2026-02-20 00:03:13.087019,Manchester
2026-02-21T23:00,11.2,88,16.8,2026-02-20 00:03:13.087019,Manchester
2026-02-22T00:00,11.1,90,13.5,2026-02-20 00:03:13.087019,Manchester
2026-02-22T01:00,11.0,92,12.5,2026-02-20 00:03:13.087019,Manchester
2026-02-22T02:00,10.8,93,10.5,2026-02-20 00:03:13.087019,Manchester
2026-02-22T03:00,10.7,94,10.8,2026-02-20 00:03:13.087019,Manchester
2026-02-22T04:00,10.8,92,13.2,2026-02-20 00:03:13.087019,Manchester
2026-02-22T05:00,10.6,92,14.1,2026-02-20 00:03:13.087019,Manchester
2026-02-22T06:00,10.4,93,12.6,2026-02-20 00:03:13.087019,Manchester
2026-02-22T07:00,10.0,92,10.9,2026-02-20 00:03:13.087019,Manchester
2026-02-22T08:00,9.7,91,10.9,2026-02-20 00:03:13.087019,Manchester
2026-02-22T09:00,9.7,92,9.7,2026-02-20 00:03:13.087019,Manchester
2026-02-22T10:00,10.7,83,13.3,2026-02-20 00:03:13.087019,Manchester
2026-02-22T11:00,11.4,70,17.3,2026-02-20 00:03:13.087019,Manchester
2026-02-22T12:00,12.0,64,17.9,2026-02-20 00:03:13.087019,Manchester
2026-02-22T13:00,12.5,58,18.9,2026-02-20 00:03:13.087019,Manchester
2026-02-22T14:00,12.5,57,20.4,2026-02-20 00:03:13.087019,Manchester
2026-02-22T15:00,12.1,61,18.7,2026-02-20 00:03:13.087019,Manchester
2026-02-22T16:00,11.7,60,20.0,2026-02-20 00:03:13.087019,Manchester
2026-02-22T17:00,10.9,66,17.1,2026-02-20 00:03:13.087019,Manchester
2026-02-22T18:00,10.0,71,14.8,2026-02-20 00:03:13.087019,Manchester
2026-02-22T19:00,9.6,75,16.0,2026-02-20 00:03:13.087019,Manchester
2026-02-22T20:00,9.4,76,16.6,2026-02-20 00:03:13.087019,Manchester
2026-02-22T21:00,8.9,84,15.9,2026-02-20 00:03:13.087019,Manchester
2026-02-22T22:00,8.8,82,13.3,2026-02-20 00:03:13.087019,Manchester
2026-02-22T23:00,8.7,82,13.8,2026-02-20 00:03:13.087019,Manchester
2026-02-23T00:00,8.3,83,14.6,2026-02-20 00:03:13.087019,Manchester
2026-02-23T01:00,8.0,82,14.3,2026-02-20 00:03:13.087019,Manchester
2026-02-23T02:00,7.7,81,13.8,2026-02-20 00:03:13.087019,Manchester
2026-02-23T03:00,7.4,80,13.3,2026-02-20 00:03:13.087019,Manchester
2026-02-23T04:00,7.2,80,13.0,2026-02-20 00:03:13.087019,Manchester
2026-02-23T05:00,7.1,81,12.5,2026-02-20 00:03:13.087019,Manchester
2026-02-23T06:00,7.1,81,12.5,2026-02-20 00:03:13.087019,Manchester
2026-02-23T07:00,7.3,80,12.8,2026-02-20 00:03:13.087019,Manchester
2026-02-23T08:00,7.7,77,13.4,2026-02-20 00:03:13.087019,Manchester
2026-02-23T09:00,8.2,74,14.5,2026-02-20 00:03:13.087019,Manchester
2026-02-23T10:00,8.9,69,17.4,2026-02-20 00:03:13.087019,Manchester
2026-02-23T11:00,9.7,64,21.8,2026-02-20 00:03:13.087019,Manchester
2026-02-23T12:00,10.3,60,24.9,2026-02-20 00:03:13.087019,Manchester
2026-02-23T13:00,10.6,60,25.2,2026-02-20 00:03:13.087019,Manchester
2026-02-23T14:00,10.6,63,23.8,2026-02-20 00:03:13.087019,Manchester
2026-02-23T15:00,10.5,65,21.6,2026-02-20 00:03:13.087019,Manchester
2026-02-23T16:00,10.2,66,18.4,2026-02-20 00:03:13.087019,Manchester
2026-02-23T17:00,9.7,67,14.1,2026-02-20 00:03:13.087019,Manchester
2026-02-23T18:00,9.3,69,10.8,2026-02-20 00:03:13.087019,Manchester
2026-02-23T19:00,8.7,73,8.7,2026-02-20 00:03:13.087019,Manchester
2026-02-23T20:00,8.2,79,7.8,2026-02-20 00:03:13.087019,Manchester
2026-02-23T21:00,7.8,83,8.3,2026-02-20 00:03:13.087019,Manchester
2026-02-23T22:00,7.8,85,9.1,2026-02-20 00:03:13.087019,Manchester
2026-02-23T23:00,8.0,85,10.1,2026-02-20 00:03:13.087019,Manchester
2026-02-24T00:00,8.2,86,10.9,2026-02-20 00:03:13.087019,Manchester
2026-02-24T01:00,8.4,88,11.5,2026-02-20 00:03:13.087019,Manchester
2026-02-24T02:00,8.6,90,11.7,2026-02-20 00:03:13.087019,Manchester
2026-02-24T03:00,8.8,91,12.3,2026-02-20 00:03:13.087019,Manchester
2026-02-24T04:00,9.3,92,13.3,2026-02-20 00:03:13.087019,Manchester
2026-02-24T05:00,9.9,92,14.1,2026-02-20 00:03:13.087019,Manchester
2026-02-24T06:00,10.3,92,14.8,2026-02-20 00:03:13.087019,Manchester
2026-02-24T07:00,10.6,91,14.4,2026-02-20 00:03:13.087019,Manchester
2026-02-24T08:00,10.9,89,13.8,2026-02-20 00:03:13.087019,Manchester
2026-02-24T09:00,11.0,87,13.4,2026-02-20 00:03:13.087019,Manchester
2026-02-24T10:00,11.1,84,13.7,2026-02-20 00:03:13.087019,Manchester
2026-02-24T11:00,11.1,81,14.6,2026-02-20 00:03:13.087019,Manchester
2026-02-24T12:00,11.2,78,15.7,2026-02-20 00:03:13.087019,Manchester
2026-02-24T13:00,11.3,77,16.8,2026-02-20 00:03:13.087019,Manchester
2026-02-24T14:00,11.5,76,17.7,2026-02-20 00:03:13.087019,Manchester
2026-02-24T15:00,11.5,76,18.6,2026-02-20 00:03:13.087019,Manchester
2026-02-24T16:00,11.4,77,19.6,2026-02-20 00:03:13.087019,Manchester
2026-02-24T17:00,11.1,78,20.0,2026-02-20 00:03:13.087019,Manchester
2026-02-24T18:00,10.9,80,20.4,2026-02-20 00:03:13.087019,Manchester
2026-02-24T19:00,11.4,81,19.3,2026-02-20 00:03:13.087019,Manchester
2026-02-24T20:00,11.2,83,18.8,2026-02-20 00:03:13.087019,Manchester
2026-02-24T21:00,11.0,85,18.4,2026-02-20 00:03:13.087019,Manchester
2026-02-24T22:00,10.9,87,17.7,2026-02-20 00:03:13.087019,Manchester
2026-02-24T23:00,10.9,89,17.0,2026-02-20 00:03:13.087019,Manchester
2026-02-25T00:00,10.8,90,16.3,2026-02-20 00:03:13.087019,Manchester
2026-02-25T01:00,10.8,90,15.6,2026-02-20 00:03:13.087019,Manchester
2026-02-25T02:00,10.8,89,14.7,2026-02-20 00:03:13.087019,Manchester
2026-02-25T03:00,10.8,89,14.1,2026-02-20 00:03:13.087019,Manchester
2026-02-25T04:00,10.5,90,13.0,2026-02-20 00:03:13.087019,Manchester
2026-02-25T05:00,10.2,92,12.3,2026-02-20 00:03:13.087019,Manchester
2026-02-25T06:00,9.9,93,11.6,2026-02-20 00:03:13.087019,Manchester
2026-02-25T07:00,9.7,92,11.3,2026-02-20 00:03:13.087019,Manchester
2026-02-25T08:00,9.6,90,11.2,2026-02-20 00:03:13.087019,Manchester
2026-02-25T09:00,9.7,88,11.0,2026-02-20 00:03:13.087019,Manchester
2026-02-25T10:00,10.2,86,11.6,2026-02-20 00:03:13.087019,Manchester
2026-02-25T11:00,10.9,83,12.8,2026-02-20 00:03:13.087019,Manchester
2026-02-25T12:00,11.4,80,13.6,2026-02-20 00:03:13.087019,Manchester
2026-02-25T13:00,11.7,76,12.9,2026-02-20 00:03:13.087019,Manchester
2026-02-25T14:00,11.9,72,12.1,2026-02-20 00:03:13.087019,Manchester
2026-02-25T15:00,11.7,70,11.5,2026-02-20 00:03:13.087019,Manchester
2026-02-25T16:00,11.1,73,10.5,2026-02-20 00:03:13.087019,Manchester
2026-02-25T17:00,10.1,78,8.3,2026-02-20 00:03:13.087019,Manchester
2026-02-25T18:00,9.1,83,6.5,2026-02-20 00:03:13.087019,Manchester
2026-02-25T19:00,8.0,85,4.9,2026-02-20 00:03:13.087019,Manchester
2026-02-25T20:00,7.0,86,3.9,2026-02-20 00:03:13.087019,Manchester
2026-02-25T21:00,6.2,87,3.6,2026-02-20 00:03:13.087019,Manchester
2026-02-25T22:00,5.7,89,3.4,2026-02-20 00:03:13.087019,Manchester
2026-02-25T23:00,5.5,91,3.1,2026-02-20 00:03:13.087019,Manchester
2026-02-26T00:00,5.4,92,2.8,2026-02-20 00:03:13.087019,Manchester
2026-02-26T01:00,5.3,92,2.5,2026-02-20 00:03:13.087019,Manchester
2026-02-26T02:00,5.3,92,3.2,2026-02-20 00:03:13.087019,Manchester
2026-02-26T03:00,5.4,92,5.0,2026-02-20 00:03:13.087019,Manchester
2026-02-26T04:00,5.7,92,7.2,2026-02-20 00:03:13.087019,Manchester
2026-02-26T05:00,6.0,91,10.5,2026-02-20 00:03:13.087019,Manchester
2026-02-26T06:00,6.3,90,13.7,2026-02-20 00:03:13.087019,Manchester
2026-02-26T07:00,6.6,89,17.0,2026-02-20 00:03:13.087019,Manchester
2026-02-26T08:00,6.8,87,20.4,2026-02-20 00:03:13.087019,Manchester
2026-02-26T09:00,7.2,86,23.0,2026-02-20 00:03:13.087019,Manchester
2026-02-26T10:00,7.8,86,24.2,2026-02-20 00:03:13.087019,Manchester
2026-02-26T11:00,8.6,85,24.5,2026-02-20 00:03:13.087019,Manchester
2026-02-26T12:00,9.2,84,23.6,2026-02-20 00:03:13.087019,Manchester
2026-02-26T13:00,9.8,80,21.8,2026-02-20 00:03:13.087019,Manchester
2026-02-26T14:00,10.3,76,22.0,2026-02-20 00:03:13.087019,Manchester
2026-02-26T15:00,10.5,73,24.7,2026-02-20 00:03:13.087019,Manchester
2026-02-26T16:00,10.1,73,26.3,2026-02-20 00:03:13.087019,Manchester
2026-02-26T17:00,9.4,74,26.2,2026-02-20 00:03:13.087019,Manchester
2026-02-26T18:00,8.6,76,26.4,2026-02-20 00:03:13.087019,Manchester
2026-02-26T19:00,7.8,78,27.1,2026-02-20 00:03:13.087019,Manchester
2026-02-26T20:00,6.8,81,27.7,2026-02-20 00:03:13.087019,Manchester
2026-02-26T21:00,6.0,82,27.8,2026-02-20 00:03:13.087019,Manchester
2026-02-26T22:00,5.6,79,26.4,2026-02-20 00:03:13.087019,Manchester
2026-02-26T23:00,5.3,75,23.9,2026-02-20 00:03:13.087019,Manchester
2026-02-17T00:00,3.4,70,15.5,2026-02-17 00:05:06.232442,Manchester
2026-02-17T01:00,2.8,72,14.3,2026-02-17 00:05:06.232442,Manchester
2026-02-17T02:00,2.3,74,12.6,2026-02-17 00:05:06.232442,Manchester
2026-02-17T03:00,2.0,77,9.8,2026-02-17 00:05:06.232442,Manchester
2026-02-17T04:00,1.6,78,6.9,2026-02-17 00:05:06.232442,Manchester
2026-02-17T05:00,1.3,80,5.7,2026-02-17 00:05:06.232442,Manchester
2026-02-17T06:00,1.0,82,4.8,2026-02-17 00:05:06.232442,Manchester
2026-02-17T07:00,0.8,83,4.2,2026-02-17 00:05:06.232442,Manchester
2026-02-17T08:00,0.7,83,4.5,2026-02-17 00:05:06.232442,Manchester
2026-02-17T09:00,1.3,78,5.1,2026-02-17 00:05:06.232442,Manchester
2026-02-17T10:00,2.7,68,6.9,2026-02-17 00:05:06.232442,Manchester
2026-02-17T11:00,3.7,54,10.3,2026-02-17 00:05:06.232442,Manchester
2026-02-17T12:00,4.3,50,10.5,2026-02-17 00:05:06.232442,Manchester
2026-02-17T13:00,4.8,45,9.6,2026-02-17 00:05:06.232442,Manchester
2026-02-17T14:00,5.1,43,8.7,2026-02-17 00:05:06.232442,Manchester
2026-02-17T15:00,5.1,41,9.5,2026-02-17 00:05:06.232442,Manchester
2026-02-17T16:00,5.0,44,8.9,2026-02-17 00:05:06.232442,Manchester
2026-02-17T17:00,4.5,48,11.0,2026-02-17 00:05:06.232442,Manchester
2026-02-17T18:00,3.4,57,9.3,2026-02-17 00:05:06.232442,Manchester
2026-02-17T19:00,2.6,63,5.4,2026-02-17 00:05:06.232442,Manchester
2026-02-17T20:00,1.9,68,3.7,2026-02-17 00:05:06.232442,Manchester
2026-02-17T21:00,1.4,72,4.0,2026-02-17 00:05:06.232442,Manchester
2026-02-17T22:00,1.2,73,4.7,2026-02-17 00:05:06.232442,Manchester
2026-02-17T23:00,1.3,72,5.8,2026-02-17 00:05:06.232442,Manchester
2026-02-18T00:00,1.5,72,6.1,2026-02-17 00:05:06.232442,Manchester
2026-02-18T01:00,1.7,73,6.9,2026-02-17 00:05:06.232442,Manchester
2026-02-18T02:00,1.9,73,10.5,2026-02-17 00:05:06.232442,Manchester
2026-02-18T03:00,2.1,75,11.2,2026-02-17 00:05:06.232442,Manchester
2026-02-18T04:00,2.2,75,11.2,2026-02-17 00:05:06.232442,Manchester
2026-02-18T05:00,2.0,77,10.1,2026-02-17 00:05:06.232442,Manchester
2026-02-18T06:00,1.9,77,11.2,2026-02-17 00:05:06.232442,Manchester
2026-02-18T07:00,1.8,77,12.5,2026-02-17 00:05:06.232442,Manchester
2026-02-18T08:00,1.8,73,11.7,2026-02-17 00:05:06.232442,Manchester
2026-02-18T09:00,2.3,71,14.6,2026-02-17 00:05:06.232442,Manchester
2026-02-18T10:00,3.0,68,18.3,2026-02-17 00:05:06.232442,Manchester
2026-02-18T11:00,3.7,64,18.3,2026-02-17 00:05:06.232442,Manchester
2026-02-18T12:00,4.4,59,21.7,2026-02-17 00:05:06.232442,Manchester
2026-02-18T13:00,4.9,54,22.1,2026-02-17 00:05:06.232442,Manchester
2026-02-18T14:00,4.8,56,24.2,2026-02-17 00:05:06.232442,Manchester
2026-02-18T15:00,4.8,56,22.0,2026-02-17 00:05:06.232442,Manchester
2026-02-18T16:00,4.6,58,22.0,2026-02-17 00:05:06.232442,Manchester
2026-02-18T17:00,3.9,60,22.3,2026-02-17 00:05:06.232442,Manchester
2026-02-18T18:00,3.2,63,20.3,2026-02-17 00:05:06.232442,Manchester
2026-02-18T19:00,2.6,66,19.2,2026-02-17 00:05:06.232442,Manchester
2026-02-18T20:00,2.4,68,19.3,2026-02-17 00:05:06.232442,Manchester
2026-02-18T21:00,2.3,69,19.8,2026-02-17 00:05:06.232442,Manchester
2026-02-18T22:00,2.3,69,19.1,2026-02-17 00:05:06.232442,Manchester
2026-02-18T23:00,2.3,70,17.8,2026-02-17 00:05:06.232442,Manchester
2026-02-19T00:00,2.4,73,18.2,2026-02-17 00:05:06.232442,Manchester
2026-02-19T01:00,2.6,74,19.2,2026-02-17 00:05:06.232442,Manchester
2026-02-19T02:00,2.6,73,19.2,2026-02-17 00:05:06.232442,Manchester
2026-02-19T03:00,2.6,70,20.6,2026-02-17 00:05:06.232442,Manchester
2026-02-19T04:00,2.5,67,19.5,2026-02-17 00:05:06.232442,Manchester
2026-02-19T05:00,2.3,65,18.8,2026-02-17 00:05:06.232442,Manchester
2026-02-19T06:00,2.2,68,18.7,2026-02-17 00:05:06.232442,Manchester
2026-02-19T07:00,2.3,70,20.1,2026-02-17 00:05:06.232442,Manchester
2026-02-19T08:00,2.6,71,20.1,2026-02-17 00:05:06.232442,Manchester
2026-02-19T09:00,3.1,69,20.3,2026-02-17 00:05:06.232442,Manchester
2026-02-19T10:00,3.9,65,19.2,2026-02-17 00:05:06.232442,Manchester
2026-02-19T11:00,4.8,62,18.1,2026-02-17 00:05:06.232442,Manchester
2026-02-19T12:00,5.7,58,14.8,2026-02-17 00:05:06.232442,Manchester
2026-02-19T13:00,6.4,49,13.3,2026-02-17 00:05:06.232442,Manchester
2026-02-19T14:00,6.5,45,10.5,2026-02-17 00:05:06.232442,Manchester
2026-02-19T15:00,6.3,47,10.3,2026-02-17 00:05:06.232442,Manchester
2026-02-19T16:00,5.8,51,13.4,2026-02-17 00:05:06.232442,Manchester
2026-02-19T17:00,4.6,57,8.7,2026-02-17 00:05:06.232442,Manchester
2026-02-19T18:00,3.2,62,3.7,2026-02-17 00:05:06.232442,Manchester
2026-02-19T19:00,2.3,61,3.8,2026-02-17 00:05:06.232442,Manchester
2026-02-19T20:00,1.3,68,4.8,2026-02-17 00:05:06.232442,Manchester
2026-02-19T21:00,0.9,69,2.2,2026-02-17 00:05:06.232442,Manchester
2026-02-19T22:00,1.2,67,3.1,2026-02-17 00:05:06.232442,Manchester
2026-02-19T23:00,0.6,71,4.7,2026-02-17 00:05:06.232442,Manchester
2026-02-20T00:00,-0.0,74,4.1,2026-02-17 00:05:06.232442,Manchester
2026-02-20T01:00,0.0,74,4.6,2026-02-17 00:05:06.232442,Manchester
2026-02-20T02:00,0.2,73,5.1,2026-02-17 00:05:06.232442,Manchester
2026-02-20T03:00,0.4,73,6.0,2026-02-17 00:05:06.232442,Manchester
2026-02-20T04:00,0.5,73,6.8,2026-02-17 00:05:06.232442,Manchester
2026-02-20T05:00,0.7,74,7.9,2026-02-17 00:05:06.232442,Manchester
2026-02-20T06:00,0.9,76,8.8,2026-02-17 00:05:06.232442,Manchester
2026-02-20T07:00,1.0,81,9.5,2026-02-17 00:05:06.232442,Manchester
2026-02-20T08:00,1.2,86,10.2,2026-02-17 00:05:06.232442,Manchester
2026-02-20T09:00,1.8,89,10.9,2026-02-17 00:05:06.232442,Manchester
2026-02-20T10:00,3.2,86,12.3,2026-02-17 00:05:06.232442,Manchester
2026-02-20T11:00,5.0,80,15.0,2026-02-17 00:05:06.232442,Manchester
2026-02-20T12:00,6.6,77,17.3,2026-02-17 00:05:06.232442,Manchester
2026-02-20T13:00,7.5,80,18.5,2026-02-17 00:05:06.232442,Manchester
2026-02-20T14:00,8.1,85,19.1,2026-02-17 00:05:06.232442,Manchester
2026-02-20T15:00,8.6,89,19.4,2026-02-17 00:05:06.232442,Manchester
2026-02-20T16:00,9.0,90,19.8,2026-02-17 00:05:06.232442,Manchester
2026-02-20T17:00,9.1,90,20.3,2026-02-17 00:05:06.232442,Manchester
2026-02-20T18:00,9.3,89,19.9,2026-02-17 00:05:06.232442,Manchester
2026-02-20T19:00,9.6,89,18.2,2026-02-17 00:05:06.232442,Manchester
2026-02-20T20:00,9.8,89,16.1,2026-02-17 00:05:06.232442,Manchester
2026-02-20T21:00,9.9,88,14.6,2026-02-17 00:05:06.232442,Manchester
2026-02-20T22:00,9.9,87,13.8,2026-02-17 00:05:06.232442,Manchester
2026-02-20T23:00,9.9,85,13.4,2026-02-17 00:05:06.232442,Manchester
2026-02-21T00:00,9.8,85,12.2,2026-02-17 00:05:06.232442,Manchester
2026-02-21T01:00,9.6,88,10.0,2026-02-17 00:05:06.232442,Manchester
2026-02-21T02:00,9.3,93,8.1,2026-02-17 00:05:06.232442,Manchester
2026-02-21T03:00,9.2,95,7.6,2026-02-17 00:05:06.232442,Manchester
2026-02-21T04:00,9.3,93,8.8,2026-02-17 00:05:06.232442,Manchester
2026-02-21T05:00,9.5,90,11.5,2026-02-17 00:05:06.232442,Manchester
2026-02-21T06:00,9.7,87,13.0,2026-02-17 00:05:06.232442,Manchester
2026-02-21T07:00,9.5,88,12.5,2026-02-17 00:05:06.232442,Manchester
2026-02-21T08:00,9.3,90,11.8,2026-02-17 00:05:06.232442,Manchester
2026-02-21T09:00,9.5,90,11.8,2026-02-17 00:05:06.232442,Manchester
2026-02-21T10:00,10.7,85,13.7,2026-02-17 00:05:06.232442,Manchester
2026-02-21T11:00,12.2,77,17.6,2026-02-17 00:05:06.232442,Manchester
2026-02-21T12:00,13.3,73,20.4,2026-02-17 00:05:06.232442,Manchester
2026-02-21T13:00,13.4,76,19.5,2026-02-17 00:05:06.232442,Manchester
2026-02-21T14:00,13.0,83,17.6,2026-02-17 00:05:06.232442,Manchester
2026-02-21T15:00,12.6,88,16.1,2026-02-17 00:05:06.232442,Manchester
2026-02-21T16:00,12.5,88,17.2,2026-02-17 00:05:06.232442,Manchester
2026-02-21T17:00,12.4,85,18.7,2026-02-17 00:05:06.232442,Manchester
2026-02-21T18:00,12.3,84,19.7,2026-02-17 00:05:06.232442,Manchester
2026-02-21T19:00,11.6,85,17.7,2026-02-17 00:05:06.232442,Manchester
2026-02-21T20:00,11.6,86,15.5,2026-02-17 00:05:06.232442,Manchester
2026-02-21T21:00,11.5,86,13.3,2026-02-17 00:05:06.232442,Manchester
2026-02-21T22:00,11.2,88,11.8,2026-02-17 00:05:06.232442,Manchester
2026-02-21T23:00,10.9,90,11.5,2026-02-17 00:05:06.232442,Manchester
2026-02-22T00:00,10.4,91,11.5,2026-02-17 00:05:06.232442,Manchester
2026-02-22T01:00,9.9,91,11.3,2026-02-17 00:05:06.232442,Manchester
2026-02-22T02:00,9.3,91,10.8,2026-02-17 00:05:06.232442,Manchester
2026-02-22T03:00,8.9,91,10.2,2026-02-17 00:05:06.232442,Manchester
2026-02-22T04:00,8.7,91,9.3,2026-02-17 00:05:06.232442,Manchester
2026-02-22T05:00,8.7,91,8.4,2026-02-17 00:05:06.232442,Manchester
2026-02-22T06:00,8.8,91,8.3,2026-02-17 00:05:06.232442,Manchester
2026-02-22T07:00,9.0,91,8.6,2026-02-17 00:05:06.232442,Manchester
2026-02-22T08:00,9.4,92,9.4,2026-02-17 00:05:06.232442,Manchester
2026-02-22T09:00,10.0,91,10.3,2026-02-17 00:05:06.232442,Manchester
2026-02-22T10:00,10.7,88,12.2,2026-02-17 00:05:06.232442,Manchester
2026-02-22T11:00,11.6,84,16.7,2026-02-17 00:05:06.232442,Manchester
2026-02-22T12:00,12.2,80,21.1,2026-02-17 00:05:06.232442,Manchester
2026-02-22T13:00,12.6,76,23.5,2026-02-17 00:05:06.232442,Manchester
2026-02-22T14:00,12.7,71,24.8,2026-02-17 00:05:06.232442,Manchester
2026-02-22T15:00,12.6,69,25.1,2026-02-17 00:05:06.232442,Manchester
2026-02-22T16:00,12.1,70,24.2,2026-02-17 00:05:06.232442,Manchester
2026-02-22T17:00,11.3,73,22.3,2026-02-17 00:05:06.232442,Manchester
2026-02-22T18:00,10.7,77,20.7,2026-02-17 00:05:06.232442,Manchester
2026-02-22T19:00,10.5,80,19.9,2026-02-17 00:05:06.232442,Manchester
2026-02-22T20:00,10.5,84,19.4,2026-02-17 00:05:06.232442,Manchester
2026-02-22T21:00,10.5,87,18.8,2026-02-17 00:05:06.232442,Manchester
2026-02-22T22:00,10.6,89,17.8,2026-02-17 00:05:06.232442,Manchester
2026-02-22T23:00,10.6,89,17.0,2026-02-17 00:05:06.232442,Manchester
2026-02-23T00:00,10.7,90,16.0,2026-02-17 00:05:06.232442,Manchester
2026-02-23T01:00,10.7,91,14.6,2026-02-17 00:05:06.232442,Manchester
2026-02-23T02:00,10.8,91,15.0,2026-02-17 00:05:06.232442,Manchester
2026-02-23T03:00,10.6,90,16.2,2026-02-17 00:05:06.232442,Manchester
2026-02-23T04:00,9.9,86,15.8,2026-02-17 00:05:06.232442,Manchester
2026-02-23T05:00,9.1,81,14.8,2026-02-17 00:05:06.232442,Manchester
2026-02-23T06:00,8.4,78,13.6,2026-02-17 00:05:06.232442,Manchester
2026-02-23T07:00,8.0,79,12.0,2026-02-17 00:05:06.232442,Manchester
2026-02-23T08:00,7.8,82,11.1,2026-02-17 00:05:06.232442,Manchester
2026-02-23T09:00,8.0,83,11.5,2026-02-17 00:05:06.232442,Manchester
2026-02-23T10:00,8.7,79,14.4,2026-02-17 00:05:06.232442,Manchester
2026-02-23T11:00,9.8,73,20.0,2026-02-17 00:05:06.232442,Manchester
2026-02-23T12:00,10.7,68,24.1,2026-02-17 00:05:06.232442,Manchester
2026-02-23T13:00,11.1,66,24.1,2026-02-17 00:05:06.232442,Manchester
2026-02-23T14:00,11.3,65,22.3,2026-02-17 00:05:06.232442,Manchester
2026-02-23T15:00,11.2,66,19.5,2026-02-17 00:05:06.232442,Manchester
2026-02-23T16:00,10.9,69,16.6,2026-02-17 00:05:06.232442,Manchester
2026-02-23T17:00,10.2,73,13.5,2026-02-17 00:05:06.232442,Manchester
2026-02-23T18:00,9.5,77,11.5,2026-02-17 00:05:06.232442,Manchester
2026-02-23T19:00,8.6,81,10.3,2026-02-17 00:05:06.232442,Manchester
2026-02-23T20:00,7.5,85,9.7,2026-02-17 00:05:06.232442,Manchester
2026-02-23T21:00,6.7,89,9.0,2026-02-17 00:05:06.232442,Manchester
2026-02-23T22:00,6.0,91,8.0,2026-02-17 00:05:06.232442,Manchester
2026-02-23T23:00,5.6,93,6.9,2026-02-17 00:05:06.232442,Manchester
2026-02-15T00:00,1.7,84,15.1,2026-02-15 00:00:21.066859,Manchester
2026-02-15T01:00,1.4,87,17.8,2026-02-15 00:00:21.066859,Manchester
2026-02-15T02:00,2.0,82,19.0,2026-02-15 00:00:21.066859,Manchester
2026-02-15T03:00,2.4,81,18.6,2026-02-15 00:00:21.066859,Manchester
2026-02-15T04:00,2.7,81,20.6,2026-02-15 00:00:21.066859,Manchester
